id,name,addr:street,addr:city,phone,website,latitude,longitude,source_place,precise_location,hostel_source,verified,gender,monthly_price,room_type,wifi,food,laundry,parking,attached_bathroom,hot_water,study_room,power_backup,cctv,curfew,rating,review_count,description
201,Royal Student Hostel,,,,,27.63666,85.33139,,"Dhapakhel, Lalitpur",Generated,No,Girls,13500,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.7,16,"Comfortable student hostel with WiFi, food and study environment."
202,Valley Student Hostel,,,,,27.681493337040028,85.3446164860897,,"Thimi, Bhaktapur",Generated,No,Boys,7500,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.7,19,"Comfortable student hostel with WiFi, food and study environment."
203,Himalayan Hostel,,,,,27.684800078060626,85.33298358500996,,"Jawalakhel, Lalitpur",Generated,No,Boys,10000,Double,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.7,38,"Comfortable student hostel with WiFi, food and study environment."
204,Buddha Student Hostel,,,,,27.710100724479236,85.33672880905587,,"Chabahil, Kathmandu",Generated,No,Boys,15000,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.1,7,"Comfortable student hostel with WiFi, food and study environment."
205,Valley Boys Hostel,,,,,27.682472310263524,85.34207873230056,,"Baneshwor, Kathmandu",Generated,No,Girls,12500,Double,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,4.7,30,"Comfortable student hostel with WiFi, food and study environment."
206,Himalayan Student Home,,,,,27.704060587991066,85.32352783965744,,"Imadol, Lalitpur",Generated,No,Girls,16500,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,3.6,9,"Comfortable student hostel with WiFi, food and study environment."
207,Om Hostel,,,,,27.69806410067902,85.34236076923915,,"Gwarko, Lalitpur",Generated,No,Mixed,14500,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4.6,34,"Comfortable student hostel with WiFi, food and study environment."
208,Golden Student Home,,,,,27.683090460845463,85.3419172714846,,"Jawalakhel, Lalitpur",Generated,No,Boys,17000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.3,23,"Comfortable student hostel with WiFi, food and study environment."
209,Buddha Student Hostel,,,,,27.68397942533568,85.34328273563376,,"Imadol, Lalitpur",Generated,No,Boys,14000,Single,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,5.0,24,"Comfortable student hostel with WiFi, food and study environment."
210,Himalayan Boys Hostel,,,,,27.69002928057867,85.32819982579151,,"Chabahil, Kathmandu",Generated,No,Boys,7500,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3.7,25,"Comfortable student hostel with WiFi, food and study environment."
211,Everest Hostel,,,,,27.6802590533181,85.34546332987365,,"Baneshwor, Kathmandu",Generated,No,Boys,10000,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.7,10,"Comfortable student hostel with WiFi, food and study environment."
212,Golden Hostel,,,,,27.71262945623181,85.3092087336719,,"Koteshwor, Kathmandu",Generated,No,Girls,11000,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.6,40,"Comfortable student hostel with WiFi, food and study environment."
213,Buddha Residency,,,,,27.680791421513405,85.34203408703036,,"Imadol, Lalitpur",Generated,No,Mixed,15500,Double,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3.9,34,"Comfortable student hostel with WiFi, food and study environment."
214,Shree Student Home,,,,,27.687045702022303,85.34348862237083,,"Satdobato, Lalitpur",Generated,No,Girls,9000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.0,5,"Comfortable student hostel with WiFi, food and study environment."
215,Everest Girls Hostel,,,,,27.683712787301094,85.34529953130199,,"Satdobato, Lalitpur",Generated,No,Mixed,11500,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.2,28,"Comfortable student hostel with WiFi, food and study environment."
216,Everest Girls Hostel,,,,,27.672496430285904,85.34099091923908,,"Boudha, Kathmandu",Generated,No,Mixed,14000,Single,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.0,17,"Comfortable student hostel with WiFi, food and study environment."
217,Everest Girls Hostel,,,,,27.63768,85.332664,,"Dhapakhel, Lalitpur",Generated,No,Boys,14500,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,4.7,23,"Comfortable student hostel with WiFi, food and study environment."
218,Royal Boys Hostel,,,,,27.63819,85.33249,,"Dhapakhel, Lalitpur",Generated,No,Mixed,8500,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.2,24,"Comfortable student hostel with WiFi, food and study environment."
219,Valley Hostel,,,,,27.714603961391155,85.31471407661414,,"Imadol, Lalitpur",Generated,No,Mixed,7000,Double,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,20,"Comfortable student hostel with WiFi, food and study environment."
220,Peace Student Hostel,,,,,27.683068689157164,85.34873813086213,,"Gwarko, Lalitpur",Generated,No,Mixed,17000,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.7,34,"Comfortable student hostel with WiFi, food and study environment."
221,Lotus Student Home,,,,,27.673156554016025,85.41518820118138,,"Gwarko, Lalitpur",Generated,No,Girls,16500,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,3.9,28,"Comfortable student hostel with WiFi, food and study environment."
222,Himalayan Hostel,,,,,27.70158909829028,85.32357417332682,,"Boudha, Kathmandu",Generated,No,Mixed,10500,Shared,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4.7,36,"Comfortable student hostel with WiFi, food and study environment."
223,Himalayan Girls Hostel,,,,,27.709538117763415,85.32650278579142,,"Baneshwor, Kathmandu",Generated,No,Mixed,9500,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.4,17,"Comfortable student hostel with WiFi, food and study environment."
224,Himalayan Student Hostel,,,,,27.697430587845943,85.34422570807897,,"Jawalakhel, Lalitpur",Generated,No,Girls,11500,Shared,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.0,39,"Comfortable student hostel with WiFi, food and study environment."
225,Om Residency,,,,,27.701029887329426,85.32443147981857,,"Kalanki, Kathmandu",Generated,No,Mixed,15500,Shared,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,4.6,20,"Comfortable student hostel with WiFi, food and study environment."
226,Shree Residency,,,,,27.68395953981652,85.33579777626657,,"Gwarko, Lalitpur",Generated,No,Boys,7000,Double,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,4.4,14,"Comfortable student hostel with WiFi, food and study environment."
227,Himalayan Hostel,,,,,27.68365262001571,85.33888356445757,,"Satdobato, Lalitpur",Generated,No,Mixed,15500,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.7,5,"Comfortable student hostel with WiFi, food and study environment."
228,Royal Student Home,,,,,27.6796548916391,85.33308502508582,,"Jawalakhel, Lalitpur",Generated,No,Boys,13500,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.7,31,"Comfortable student hostel with WiFi, food and study environment."
229,Shree Boys Hostel,,,,,27.702577488515207,85.32616935126157,,"Pulchowk, Lalitpur",Generated,No,Boys,8000,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,3.8,6,"Comfortable student hostel with WiFi, food and study environment."
230,Peace Hostel,,,,,27.680266093870852,85.34004070309025,,"Thimi, Bhaktapur",Generated,No,Girls,10500,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,3.8,19,"Comfortable student hostel with WiFi, food and study environment."
231,Peace Student Hostel,,,,,27.672803076892077,85.31131225350921,,"Satdobato, Lalitpur",Generated,No,Girls,8500,Double,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3.6,39,"Comfortable student hostel with WiFi, food and study environment."
232,Everest Hostel,,,,,27.637682,85.332683,,"Dhapakhel, Lalitpur",Generated,No,Mixed,14000,Shared,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,27,"Comfortable student hostel with WiFi, food and study environment."
233,Green Girls Hostel,,,,,27.67572435654819,85.41767158390826,,"Chabahil, Kathmandu",Generated,No,Boys,8500,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3.9,5,"Comfortable student hostel with WiFi, food and study environment."
234,Green Residence,,,,,27.690634246851523,85.32736791543267,,"Thimi, Bhaktapur",Generated,No,Girls,17000,Double,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.3,26,"Comfortable student hostel with WiFi, food and study environment."
235,Himalayan Residency,,,,,27.676473506153357,85.34217841895689,,"Chabahil, Kathmandu",Generated,No,Girls,9000,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,5,"Comfortable student hostel with WiFi, food and study environment."
236,Royal Residence,,,,,27.68474084809055,85.33776681044456,,"Koteshwor, Kathmandu",Generated,No,Boys,14500,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.6,29,"Comfortable student hostel with WiFi, food and study environment."
237,Om Residency,,,,,27.695699364818655,85.3319310454476,,"Imadol, Lalitpur",Generated,No,Mixed,11500,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.9,24,"Comfortable student hostel with WiFi, food and study environment."
238,Peace Student Hostel,,,,,27.7120931561135,85.3143225972663,,"Satdobato, Lalitpur",Generated,No,Boys,15000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.9,11,"Comfortable student hostel with WiFi, food and study environment."
239,Buddha Student Hostel,,,,,27.68203956689039,85.34524489843066,,"Baneshwor, Kathmandu",Generated,No,Girls,11000,Shared,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,4.8,18,"Comfortable student hostel with WiFi, food and study environment."
240,Royal Student Hostel,,,,,27.69146235525503,85.33077014734353,,"Thimi, Bhaktapur",Generated,No,Mixed,13500,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,5.0,38,"Comfortable student hostel with WiFi, food and study environment."
241,Himalayan Residence,,,,,27.681555319153308,85.3417854478048,,"Pulchowk, Lalitpur",Generated,No,Girls,14500,Single,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,4.5,20,"Comfortable student hostel with WiFi, food and study environment."
242,Shree Residency,,,,,27.70999002695443,85.31604391353744,,"Thimi, Bhaktapur",Generated,No,Boys,14500,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,3.6,31,"Comfortable student hostel with WiFi, food and study environment."
243,Valley Residency,,,,,27.6668051036463,85.33063386078557,,"Thimi, Bhaktapur",Generated,No,Boys,10500,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.9,36,"Comfortable student hostel with WiFi, food and study environment."
244,Green Boys Hostel,,,,,27.715882039648015,85.34205044294424,,"Kalanki, Kathmandu",Generated,No,Mixed,14000,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,4.7,8,"Comfortable student hostel with WiFi, food and study environment."
245,Royal Residency,,,,,27.691619183136115,85.34581691893165,,"Thimi, Bhaktapur",Generated,No,Mixed,15500,Double,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.9,14,"Comfortable student hostel with WiFi, food and study environment."
246,Shree Student Home,,,,,27.670068699488823,85.333723897968,,"Satdobato, Lalitpur",Generated,No,Mixed,9000,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5.0,22,"Comfortable student hostel with WiFi, food and study environment."
247,Golden Hostel,,,,,27.695121850773962,85.33262004051642,,"Gwarko, Lalitpur",Generated,No,Girls,13000,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.8,10,"Comfortable student hostel with WiFi, food and study environment."
248,Himalayan Student Home,,,,,27.711266921639787,85.31170884990507,,"Pulchowk, Lalitpur",Generated,No,Mixed,10000,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.7,7,"Comfortable student hostel with WiFi, food and study environment."
249,Golden Student Home,,,,,27.684136338648834,85.34644457163448,,"Pulchowk, Lalitpur",Generated,No,Mixed,16500,Shared,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.8,19,"Comfortable student hostel with WiFi, food and study environment."
250,Golden Student Home,,,,,27.67966295119624,85.34320538533508,,"Satdobato, Lalitpur",Generated,No,Boys,15000,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.9,38,"Comfortable student hostel with WiFi, food and study environment."
251,Shree Residence,,,,,27.680883159663807,85.34461869949826,,"Thimi, Bhaktapur",Generated,No,Girls,9000,Double,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4.6,31,"Comfortable student hostel with WiFi, food and study environment."
252,Valley Girls Hostel,,,,,27.681204354867475,85.34318575259995,,"Gwarko, Lalitpur",Generated,No,Girls,8000,Single,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,4.7,28,"Comfortable student hostel with WiFi, food and study environment."
253,Royal Girls Hostel,,,,,27.68515415276099,85.3453427391972,,"Boudha, Kathmandu",Generated,No,Mixed,11000,Double,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.6,34,"Comfortable student hostel with WiFi, food and study environment."
254,Shree Student Home,,,,,27.684141918635152,85.33959672892195,,"Gwarko, Lalitpur",Generated,No,Mixed,13500,Double,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,4.5,10,"Comfortable student hostel with WiFi, food and study environment."
255,Royal Student Home,,,,,27.6923873363574,85.33995729387374,,"Pulchowk, Lalitpur",Generated,No,Boys,12000,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.2,11,"Comfortable student hostel with WiFi, food and study environment."
256,Everest Student Hostel,,,,,27.686573751578305,85.34466741584899,,"Boudha, Kathmandu",Generated,No,Mixed,15000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.4,37,"Comfortable student hostel with WiFi, food and study environment."
257,Golden Student Home,,,,,27.675761350778497,85.30619011291674,,"Kalanki, Kathmandu",Generated,No,Boys,11000,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.9,13,"Comfortable student hostel with WiFi, food and study environment."
258,Golden Student Hostel,,,,,27.683607383661997,85.34818291386956,,"Koteshwor, Kathmandu",Generated,No,Mixed,7000,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,4.1,30,"Comfortable student hostel with WiFi, food and study environment."
259,Himalayan Residence,,,,,27.693797072988083,85.34025423932043,,"Imadol, Lalitpur",Generated,No,Boys,11500,Shared,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,4.2,9,"Comfortable student hostel with WiFi, food and study environment."
260,Shree Boys Hostel,,,,,27.669862135654647,85.4186193689217,,"Thimi, Bhaktapur",Generated,No,Mixed,11500,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.5,8,"Comfortable student hostel with WiFi, food and study environment."
261,Buddha Student Hostel,,,,,27.67015538204646,85.41818085014198,,"Boudha, Kathmandu",Generated,No,Mixed,16000,Shared,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.8,32,"Comfortable student hostel with WiFi, food and study environment."
262,Green Residence,,,,,27.704726527543425,85.33122440116149,,"Boudha, Kathmandu",Generated,No,Mixed,16000,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.6,13,"Comfortable student hostel with WiFi, food and study environment."
263,Golden Residence,,,,,27.68348098739134,85.3438760561256,,"Chabahil, Kathmandu",Generated,No,Girls,17500,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.3,20,"Comfortable student hostel with WiFi, food and study environment."
264,Buddha Boys Hostel,,,,,27.704069732412933,85.32588022176863,,"Pulchowk, Lalitpur",Generated,No,Boys,14500,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.9,23,"Comfortable student hostel with WiFi, food and study environment."
265,Shree Boys Hostel,,,,,27.694516051551364,85.34332814541253,,"Gwarko, Lalitpur",Generated,No,Boys,9000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.9,21,"Comfortable student hostel with WiFi, food and study environment."
266,Peace Student Hostel,,,,,27.73159348978767,85.33705153341546,,"Pulchowk, Lalitpur",Generated,No,Girls,14000,Double,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4.1,25,"Comfortable student hostel with WiFi, food and study environment."
267,Lotus Student Hostel,,,,,27.683247552548107,85.33490869883252,,"Baneshwor, Kathmandu",Generated,No,Girls,15500,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4.9,30,"Comfortable student hostel with WiFi, food and study environment."
268,Himalayan Boys Hostel,,,,,27.681684499249197,85.34078427656678,,"Imadol, Lalitpur",Generated,No,Girls,14500,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.0,25,"Comfortable student hostel with WiFi, food and study environment."
269,Royal Residence,,,,,27.683583344562017,85.33403579693642,,"Imadol, Lalitpur",Generated,No,Girls,12500,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.5,25,"Comfortable student hostel with WiFi, food and study environment."
270,Om Hostel,,,,,27.675727996175315,85.41782554040826,,"Kalanki, Kathmandu",Generated,No,Girls,12000,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,4.7,33,"Comfortable student hostel with WiFi, food and study environment."
271,Peace Residence,,,,,27.70450991893023,85.33275966662974,,"Imadol, Lalitpur",Generated,No,Girls,15500,Single,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4.6,22,"Comfortable student hostel with WiFi, food and study environment."
272,Valley Student Hostel,,,,,27.68299838227044,85.33770743624302,,"Boudha, Kathmandu",Generated,No,Boys,15500,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.6,19,"Comfortable student hostel with WiFi, food and study environment."
273,Golden Residency,,,,,27.682235400915076,85.32402030577305,,"Gwarko, Lalitpur",Generated,No,Mixed,13000,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.2,9,"Comfortable student hostel with WiFi, food and study environment."
274,Buddha Student Hostel,,,,,27.684524569297682,85.34946982551051,,"Kalanki, Kathmandu",Generated,No,Mixed,14000,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4.5,17,"Comfortable student hostel with WiFi, food and study environment."
275,Valley Student Home,,,,,27.711495465807623,85.31195608102536,,"Thimi, Bhaktapur",Generated,No,Boys,12000,Single,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.0,13,"Comfortable student hostel with WiFi, food and study environment."
276,Buddha Student Hostel,,,,,27.718786098592037,85.30670759794893,,"Thimi, Bhaktapur",Generated,No,Girls,10000,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,3.6,11,"Comfortable student hostel with WiFi, food and study environment."
277,Green Residency,,,,,27.707060715456752,85.32336504113685,,"Imadol, Lalitpur",Generated,No,Girls,10500,Double,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.3,14,"Comfortable student hostel with WiFi, food and study environment."
278,Peace Residence,,,,,27.71662713929422,85.31566369714062,,"Dhapakhel, Lalitpur",Generated,No,Girls,16000,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.8,11,"Comfortable student hostel with WiFi, food and study environment."
279,Green Student Hostel,,,,,27.7137381331482,85.30590637619169,,"Gwarko, Lalitpur",Generated,No,Boys,13000,Shared,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.1,15,"Comfortable student hostel with WiFi, food and study environment."
280,Everest Student Hostel,,,,,27.692672382198445,85.34589546862098,,"Baneshwor, Kathmandu",Generated,No,Boys,10500,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3.8,33,"Comfortable student hostel with WiFi, food and study environment."
281,Buddha Student Home,,,,,27.688071942626344,85.33292317976755,,"Dhapakhel, Lalitpur",Generated,No,Mixed,13500,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.9,34,"Comfortable student hostel with WiFi, food and study environment."
282,Peace Residence,,,,,27.70427192808887,85.32476573593374,,"Jawalakhel, Lalitpur",Generated,No,Boys,7500,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.7,25,"Comfortable student hostel with WiFi, food and study environment."
283,Om Hostel,,,,,27.67329747077024,85.31862613897641,,"Koteshwor, Kathmandu",Generated,No,Girls,12000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.0,31,"Comfortable student hostel with WiFi, food and study environment."
284,Peace Girls Hostel,,,,,27.705994594998632,85.322908113702,,"Gwarko, Lalitpur",Generated,No,Girls,14500,Shared,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.4,12,"Comfortable student hostel with WiFi, food and study environment."
285,Himalayan Girls Hostel,,,,,27.695026817766067,85.3427333588202,,"Satdobato, Lalitpur",Generated,No,Mixed,13000,Double,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.3,39,"Comfortable student hostel with WiFi, food and study environment."
286,Peace Residence,,,,,27.682398938134067,85.33590750703716,,"Gwarko, Lalitpur",Generated,No,Mixed,13000,Single,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.2,27,"Comfortable student hostel with WiFi, food and study environment."
287,Valley Residence,,,,,27.695395811854585,85.33501680886641,,"Thimi, Bhaktapur",Generated,No,Girls,17500,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.0,18,"Comfortable student hostel with WiFi, food and study environment."
288,Himalayan Girls Hostel,,,,,27.713134780981242,85.30992938536275,,"Gwarko, Lalitpur",Generated,No,Girls,17000,Shared,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4.5,33,"Comfortable student hostel with WiFi, food and study environment."
289,Buddha Hostel,,,,,27.699987108600663,85.33682343496336,,"Imadol, Lalitpur",Generated,No,Girls,9000,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,3.6,24,"Comfortable student hostel with WiFi, food and study environment."
290,Om Student Hostel,,,,,27.716038095052472,85.34398252374153,,"Imadol, Lalitpur",Generated,No,Boys,14500,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.6,34,"Comfortable student hostel with WiFi, food and study environment."
291,Peace Girls Hostel,,,,,27.686282681216053,85.34793989492496,,"Chabahil, Kathmandu",Generated,No,Girls,7500,Single,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.7,21,"Comfortable student hostel with WiFi, food and study environment."
292,Valley Residency,,,,,27.68116459508654,85.34626333839368,,"Jawalakhel, Lalitpur",Generated,No,Boys,9000,Double,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.2,12,"Comfortable student hostel with WiFi, food and study environment."
293,Buddha Student Hostel,,,,,27.697442024075563,85.32779865159223,,"Boudha, Kathmandu",Generated,No,Mixed,15000,Single,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3.7,10,"Comfortable student hostel with WiFi, food and study environment."
294,Everest Boys Hostel,,,,,27.68174642681692,85.34447635721652,,"Jawalakhel, Lalitpur",Generated,No,Boys,16000,Shared,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,4.8,15,"Comfortable student hostel with WiFi, food and study environment."
295,Peace Residency,,,,,27.698319985916505,85.3419119704317,,"Pulchowk, Lalitpur",Generated,No,Mixed,12000,Double,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,4.2,24,"Comfortable student hostel with WiFi, food and study environment."
296,Everest Girls Hostel,,,,,27.68394839466935,85.32318281210088,,"Baneshwor, Kathmandu",Generated,No,Boys,8500,Single,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,3.5,7,"Comfortable student hostel with WiFi, food and study environment."
297,Shree Residence,,,,,27.67278202420149,85.31544831249869,,"Baneshwor, Kathmandu",Generated,No,Mixed,14000,Single,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.9,18,"Comfortable student hostel with WiFi, food and study environment."
298,Buddha Residence,,,,,27.71670337244314,85.3082848696259,,"Thimi, Bhaktapur",Generated,No,Boys,8500,Double,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.8,25,"Comfortable student hostel with WiFi, food and study environment."
299,Royal Residency,,,,,27.69884014232528,85.33108870451471,,"Gwarko, Lalitpur",Generated,No,Mixed,15000,Single,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4.5,14,"Comfortable student hostel with WiFi, food and study environment."
300,Green Boys Hostel,,,,,27.690584481802645,85.33081599182003,,"Satdobato, Lalitpur",Generated,No,Mixed,14000,Single,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,3.7,10,"Comfortable student hostel with WiFi, food and study environment."
